id,post,label,target
7987380_gab,sorry white men you are just begging to be cheated on vice,0,Caucasian
7996395_gab,most all of these so called refugees are young men of fighting age going out to invade the whole world and kill all who will not convert to islam,1,Islam
8009733_gab,ann coulter has a point blacks in america should be thankful their ancestors were slaves as bad as they perceive they have it it better to live in a ghetto in america than anywhere in africa increased income lifespan equality of opportunity,1,African
8012524_gab,this picture does not make sense because the women seated are north east asians and the women that work in foot massage places are south east asian generally like vietnamese but i guess that flies over the heads of the people at o magazine to whom all these gooks look alike,0,Asian
8019636_gab,cultural appropriation joins racism sexism lookism privilege islamophobia ableism and probably a half dozen other culture crimes that only white people can be charged with,0,Caucasian
8021070_gab,frag a sand nigger for jesus it the right thing to do,1,Arab
8030161_gab,i mean i d still call you a retard afterwards,1,Other
8032841_gab,now of course the towelhead perps will be perps that the police had on their radar and did nothing about,1,Arab
8036102_gab,and say we need to be more welcoming to immigrants or your just being racist now shut whitey pay for it,1,Other
8038954_gab,it an incident you hear that incident if it was a white guy it would be terrorism you know we should figure out what the arabs are doing,1,Arab
8042374_gab,fuckmanchester british men are too scared to even talk about it let alone do anything about it they let their daughters be raped and killed and do not make a peep like scared little mice they are not men they are cowards shameful lowly cowards,1,Other
8045433_gab,als liberaler mensch kann man den islam nur ablehnen,0,Other
8046583_gab,bisschen zu toxic holocaust im bus abmeddln trotz frau neben mir,0,None
8054851_gab,end muslim immigration to western countries now end visa programs from islamic nations and impeach liberal activist judges who cry unconstitutional the constitution is for americans defendourdaughters wakeupamerica speakfreely,1,Islam
8067816_gab,i am sick and fucking tired of the twitter jews they protect muslim terrorist after <number> tweets with a sandnigger bragging about people dieing i am banned for 2 4 hr for possible abusive behavior and the sandnigger tweets on its liberal jew commie bullshit over at twitter,1,Arab
8073987_gab,swedish men are all silent as their woman are being raped to death by niggers,1,African
8075835_gab,you show me a muslim and i will show you an inbred illiterate goat humping woman raping head chopping evil lowlife gutter scum pos,1,Islam
8081946_gab,do not ban islam just make supporting political islam embarrassing if you do support it you are labelled a parvenu a numbskull a thicko a moron make it not just unacceptable but laughable <number> virgins in heaven for killing virgins how stupid are you you poor thing manchester,1,Islam
8089281_gab,i am sure katy is packing up her bags and renting that new chic apartment in downtown aleppo no barriers means she can finally embrace her peaceful muslim brothers right in their back yard good luck to you katy enjoy that new box cutter necklace,0,Islam
8089998_gab,since i bitch a lot about women in my posts i should point out <number> women that i admire dr sherri tenpenny has courageously warned us about the dangers of excessive and early vaccination despite the unimaginable professional ostracism that must result and pamella geller has been warning us about,0,Women
